"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 05:00","2025","06","27","05:00","","16.1","","12.9","","81","","0.0","","12","","10","","","","98.94","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 06:00","2025","06","27","06:00","","16.5","","13.5","","82","","0.0","","13","","11","","","","98.93","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 07:00","2025","06","27","07:00","","17.1","","13.8","","81","","0.0","","12","","15","","","","98.83","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 08:00","2025","06","27","08:00","","17.5","","14.1","","80","","0.0","","14","","17","","","","98.82","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 09:00","2025","06","27","09:00","","18.3","","15.2","","82","","0.0","","14","","15","","","","98.83","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 10:00","2025","06","27","10:00","","19.5","","16.6","","83","","0.0","","15","","14","","","","98.79","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 11:00","2025","06","27","11:00","","20.1","","16.8","","81","","0.0","","15","","16","","","","98.74","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 12:00","2025","06","27","12:00","","21.9","","18.2","","80","","0.0","","15","","19","","","","98.61","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 13:00","2025","06","27","13:00","","24.9","","20.0","","74","","0.0","","17","","15","","","","98.54","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 14:00","2025","06","27","14:00","","24.4","","19.4","","74","","0.0","","16","","18","","","","98.48","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 15:00","2025","06","27","15:00","","24.9","","19.3","","71","","0.0","","15","","18","","","","98.38","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 16:00","2025","06","27","16:00","","26.2","","19.5","","67","","0.0","","16","","14","","","","98.29","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 17:00","2025","06","27","17:00","","26.6","","20.6","","70","","0.0","","16","","17","","","","98.23","","35","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 18:00","2025","06","27","18:00","","25.3","","19.9","","72","","0.0","","15","","16","","","","98.21","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 19:00","2025","06","27","19:00","","24.1","","19.5","","76","","0.0","","16","","14","","","","98.20","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 20:00","2025","06","27","20:00","","23.3","","19.5","","79","","0.0","","16","","10","","","","98.28","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 21:00","2025","06","27","21:00","","21.4","","20.1","","93","","2.6","","20","","7","","","","98.37","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 22:00","2025","06","27","22:00","","20.9","","20.0","","95","","1.6","","18","","10","","","","98.29","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-27 23:00","2025","06","27","23:00","","21.1","","19.9","","93","","0.0","","19","","16","","","","98.20","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 00:00","2025","06","28","00:00","","20.9","","19.8","","93","","0.0","","19","","14","","","","98.16","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 01:00","2025","06","28","01:00","","21.7","","20.3","","92","","0.1","","20","","14","","","","98.17","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 02:00","2025","06","28","02:00","","21.3","","20.2","","94","","0.0","","20","","11","","","","98.13","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 03:00","2025","06","28","03:00","","21.7","","20.8","","95","","0.0","","20","","12","","","","98.12","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 04:00","2025","06","28","04:00","","21.7","","20.7","","94","","0.0","","22","","11","","","","98.12","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 05:00","2025","06","28","05:00","","21.0","","20.3","","96","","0.0","","22","","7","","","","98.17","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 06:00","2025","06","28","06:00","","21.9","","20.7","","93","","0.0","","22","","6","","","","98.23","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 07:00","2025","06","28","07:00","","19.3","","18.2","","93","","0.0","","34","","14","","","","98.30","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 08:00","2025","06","28","08:00","","19.5","","18.3","","93","","0.0","","34","","11","","","","98.37","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 09:00","2025","06","28","09:00","","20.1","","17.3","","84","","0.0","","33","","11","","","","98.38","","26","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 10:00","2025","06","28","10:00","","20.5","","16.5","","78","","0.0","","32","","12","","","","98.39","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 11:00","2025","06","28","11:00","","19.0","","15.2","","78","","0.0","","33","","13","","","","98.46","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 12:00","2025","06","28","12:00","","20.0","","15.3","","75","","0.0","","29","","13","","","","98.50","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 13:00","2025","06","28","13:00","","19.3","","14.2","","72","","0.0","","30","","11","","","","98.50","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 14:00","2025","06","28","14:00","","19.0","","14.0","","73","","0.0","","26","","15","","","","98.48","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 15:00","2025","06","28","15:00","","20.4","","14.0","","67","","0.0","","29","","16","","","","98.49","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 16:00","2025","06","28","16:00","","19.2","","12.5","","65","","0.0","","30","","15","","","","98.49","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 17:00","2025","06","28","17:00","","18.7","","13.2","","70","","0.0","","32","","11","","","","98.48","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 18:00","2025","06","28","18:00","","18.6","","12.8","","69","","0.0","","31","","11","","","","98.51","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 19:00","2025","06","28","19:00","","17.7","","13.3","","76","","0.0","","33","","7","","","","98.60","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 20:00","2025","06","28","20:00","","16.6","","13.6","","82","","0.0","","33","","5","","","","98.60","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 21:00","2025","06","28","21:00","","15.9","","12.8","","82","","0.0","","31","","5","","","","98.65","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 22:00","2025","06","28","22:00","","14.8","","12.6","","87","","0.0","","33","","4","","","","98.67","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-28 23:00","2025","06","28","23:00","","14.0","","12.5","","90","","0.0","","20","","5","","","","98.69","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 00:00","2025","06","29","00:00","","12.9","","12.1","","95","","0.0","","15","","4","","","","98.72","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 01:00","2025","06","29","01:00","","12.0","","11.3","","95","","0.0","","","","0","","","","98.72","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 02:00","2025","06","29","02:00","","12.1","","11.5","","96","","0.0","","22","","3","","","","98.74","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 03:00","2025","06","29","03:00","","10.7","","10.1","","96","","0.0","","","","0","","","","98.70","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 04:00","2025","06","29","04:00","","10.4","","10.0","","97","","0.0","","18","","4","","","","98.73","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 05:00","2025","06","29","05:00","","11.3","","10.9","","98","","0.0","","19","","6","","","","98.76","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 06:00","2025","06","29","06:00","","13.0","","12.0","","93","","0.0","","20","","6","","","","98.83","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 07:00","2025","06","29","07:00","","15.2","","12.6","","85","","0.0","","17","","4","","","","98.85","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 08:00","2025","06","29","08:00","","18.3","","13.3","","72","","0.0","","18","","6","","","","98.84","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 09:00","2025","06","29","09:00","","20.4","","13.3","","64","","0.0","","20","","11","","","","98.81","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 10:00","2025","06","29","10:00","","21.7","","13.3","","59","","0.0","","18","","8","","","","98.80","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 11:00","2025","06","29","11:00","","23.6","","14.0","","55","","0.0","","23","","4","","","","98.81","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 12:00","2025","06","29","12:00","","24.2","","14.4","","54","","0.0","","17","","4","","","","98.82","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 13:00","2025","06","29","13:00","","25.7","","15.0","","51","","0.0","","23","","6","","","","98.77","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 14:00","2025","06","29","14:00","","26.6","","13.5","","44","","0.0","","22","","7","","","","98.73","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 15:00","2025","06","29","15:00","","28.4","","14.9","","44","","0.0","","32","","5","","","","98.65","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 16:00","2025","06","29","16:00","","28.1","","14.7","","44","","0.0","","21","","9","","","","98.55","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 17:00","2025","06","29","17:00","","28.4","","14.9","","44","","0.0","","22","","9","","","","98.44","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 18:00","2025","06","29","18:00","","27.8","","14.4","","44","","0.0","","21","","7","","","","98.43","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 19:00","2025","06","29","19:00","","27.4","","15.7","","49","","0.0","","","","0","","","","98.46","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 20:00","2025","06","29","20:00","","24.8","","16.0","","58","","0.0","","26","","5","","","","98.50","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 21:00","2025","06","29","21:00","","21.8","","16.4","","71","","0.0","","18","","5","","","","98.50","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 22:00","2025","06","29","22:00","","21.4","","16.6","","74","","0.0","","18","","7","","","","98.52","","26","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-29 23:00","2025","06","29","23:00","","20.3","","16.5","","79","","0.0","","17","","3","","","","98.58","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 00:00","2025","06","30","00:00","","19.2","","16.3","","84","","0.0","","13","","6","","","","98.52","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 01:00","2025","06","30","01:00","","18.6","","16.1","","86","","0.0","","12","","6","","","","98.51","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 02:00","2025","06","30","02:00","","17.8","","16.1","","89","","0.0","","12","","7","","","","98.46","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 03:00","2025","06","30","03:00","","17.3","","15.6","","90","","0.0","","13","","8","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 04:00","2025","06","30","04:00","","16.8","","14.9","","88","","0.0","","13","","6","","","","98.42","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 05:00","2025","06","30","05:00","","17.2","","15.4","","89","","0.0","","20","","6","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 06:00","2025","06","30","06:00","","18.8","","15.9","","83","","0.0","","14","","7","","","","98.44","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 07:00","2025","06","30","07:00","","20.7","","16.8","","78","","0.0","","17","","7","","","","98.43","","26","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 08:00","2025","06","30","08:00","","22.5","","15.3","","64","","0.0","","18","","11","","","","98.43","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 09:00","2025","06","30","09:00","","25.3","","16.6","","59","","0.0","","18","","13","","","","98.36","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 10:00","2025","06","30","10:00","","26.7","","17.0","","55","","0.0","","18","","12","","","","98.31","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 11:00","2025","06","30","11:00","","28.6","","19.3","","57","","0.0","","18","","11","","","","98.24","","36","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 12:00","2025","06","30","12:00","","28.2","","18.3","","55","","0.0","","17","","13","","","","98.20","","34","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 13:00","2025","06","30","13:00","","28.7","","19.8","","59","","0.0","","19","","18","","","","98.15","","36","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 14:00","2025","06","30","14:00","","26.2","","20.3","","70","","0.0","","19","","18","","","","98.15","","34","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 15:00","2025","06","30","15:00","","20.6","","18.8","","90","","2.1","","19","","12","","","","98.19","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 16:00","2025","06","30","16:00","","19.8","","18.6","","93","","2.4","","16","","6","","","","98.04","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 17:00","2025","06","30","17:00","","20.9","","19.8","","93","","2.0","","16","","7","","","","97.99","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 18:00","2025","06","30","18:00","","21.8","","20.8","","94","","0.4","","15","","8","","","","97.95","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 19:00","2025","06","30","19:00","","22.3","","21.1","","93","","0.0","","","","0","","","","97.95","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 20:00","2025","06","30","20:00","","21.9","","20.9","","94","","0.1","","14","","3","","","","97.92","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 21:00","2025","06","30","21:00","","21.3","","20.7","","96","","0.1","","19","","11","","","","97.87","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 22:00","2025","06","30","22:00","","21.7","","21.1","","96","","0.0","","19","","9","","","","97.83","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-06-30 23:00","2025","06","30","23:00","","21.8","","21.2","","96","","0.0","","19","","7","","","","97.85","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 00:00","2025","07","01","00:00","","21.3","","20.8","","97","","0.0","","19","","6","","","","97.80","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 01:00","2025","07","01","01:00","","21.3","","20.7","","96","","0.0","","18","","4","","","","97.72","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 02:00","2025","07","01","02:00","","21.1","","20.2","","95","","0.0","","24","","6","","","","97.78","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 03:00","2025","07","01","03:00","","20.2","","19.5","","96","","0.0","","","","0","","","","97.77","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 04:00","2025","07","01","04:00","","20.3","","19.7","","96","","0.0","","22","","8","","","","97.82","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 05:00","2025","07","01","05:00","","20.0","","19.4","","97","","0.0","","21","","4","","","","97.85","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 06:00","2025","07","01","06:00","","20.2","","19.7","","97","","0.0","","","","0","","","","97.86","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 07:00","2025","07","01","07:00","","20.3","","19.8","","97","","0.0","","33","","7","","","","97.93","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 08:00","2025","07","01","08:00","","20.4","","19.5","","95","","0.0","","33","","6","","","","97.97","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 09:00","2025","07","01","09:00","","22.7","","20.2","","85","","0.0","","35","","4","","","","97.95","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 10:00","2025","07","01","10:00","","23.5","","20.1","","81","","0.0","","34","","5","","","","97.94","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 11:00","2025","07","01","11:00","","25.7","","18.2","","63","","0.0","","26","","10","","","","97.94","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 12:00","2025","07","01","12:00","","26.5","","18.2","","60","","0.0","","30","","7","","","","97.96","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 13:00","2025","07","01","13:00","","26.1","","18.2","","62","","0.0","","32","","8","","","","97.93","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 14:00","2025","07","01","14:00","","25.3","","18.3","","66","","0.0","","31","","15","","","","97.90","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 15:00","2025","07","01","15:00","","24.8","","18.5","","68","","0.3","","35","","20","","","","97.91","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 16:00","2025","07","01","16:00","","25.1","","17.6","","63","","0.0","","34","","14","","","","97.92","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 17:00","2025","07","01","17:00","","24.7","","16.4","","60","","0.0","","32","","10","","","","97.94","","30","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 18:00","2025","07","01","18:00","","24.4","","14.4","","54","","0.0","","29","","14","","","","97.99","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 19:00","2025","07","01","19:00","","23.0","","15.8","","64","","0.0","","33","","7","","","","98.01","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 20:00","2025","07","01","20:00","","21.3","","14.4","","65","","0.0","","30","","5","","","","98.04","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 21:00","2025","07","01","21:00","","20.2","","14.5","","70","","0.0","","29","","9","","","","98.11","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 22:00","2025","07","01","22:00","","18.8","","14.1","","74","","0.0","","24","","6","","","","98.12","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-01 23:00","2025","07","01","23:00","","17.9","","14.2","","79","","0.0","","23","","9","","","","98.14","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 00:00","2025","07","02","00:00","","17.7","","14.2","","80","","0.0","","24","","8","","","","98.16","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 01:00","2025","07","02","01:00","","17.3","","14.1","","82","","0.0","","28","","9","","","","98.17","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 02:00","2025","07","02","02:00","","16.3","","13.9","","86","","0.0","","23","","4","","","","98.19","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 03:00","2025","07","02","03:00","","15.6","","13.4","","87","","0.0","","","","0","","","","98.23","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 04:00","2025","07","02","04:00","","15.6","","13.4","","87","","0.0","","31","","5","","","","98.24","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 05:00","2025","07","02","05:00","","16.0","","13.5","","85","","0.0","","25","","4","","","","98.29","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 06:00","2025","07","02","06:00","","16.8","","13.8","","82","","0.0","","19","","5","","","","98.28","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 07:00","2025","07","02","07:00","","18.6","","15.4","","82","","0.0","","18","","4","","","","98.30","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 08:00","2025","07","02","08:00","","22.0","","16.2","","70","","0.0","","23","","9","","","","98.31","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 09:00","2025","07","02","09:00","","24.4","","16.1","","60","","0.0","","26","","10","","","","98.33","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 10:00","2025","07","02","10:00","","26.2","","16.0","","54","","0.0","","25","","10","","","","98.32","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 11:00","2025","07","02","11:00","","27.5","","16.4","","51","","0.0","","26","","12","","","","98.30","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 12:00","2025","07","02","12:00","","27.5","","15.9","","49","","0.0","","26","","12","","","","98.24","","32","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 13:00","2025","07","02","13:00","","28.7","","15.7","","45","","0.0","","27","","15","","","","98.19","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 14:00","2025","07","02","14:00","","29.4","","16.5","","46","","0.0","","26","","11","","","","98.13","","34","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 15:00","2025","07","02","15:00","","26.4","","15.3","","50","","0.0","","27","","14","","","","98.13","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 16:00","2025","07","02","16:00","","28.3","","15.7","","46","","0.0","","28","","17","","","","98.12","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 17:00","2025","07","02","17:00","","27.9","","16.0","","48","","0.0","","30","","10","","","","98.07","","33","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 18:00","2025","07","02","18:00","","27.3","","15.0","","47","","0.0","","31","","12","","","","98.07","","31","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 19:00","2025","07","02","19:00","","24.4","","16.1","","60","","0.0","","34","","9","","","","98.11","","29","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 20:00","2025","07","02","20:00","","23.1","","16.3","","66","","0.0","","34","","8","","","","98.14","","28","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 21:00","2025","07","02","21:00","","22.5","","16.3","","68","","0.0","","32","","4","","","","98.18","","27","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 22:00","2025","07","02","22:00","","21.4","","16.2","","72","","0.0","","26","","6","","","","98.18","","26","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-02 23:00","2025","07","02","23:00","","20.6","","16.4","","77","","0.0","","29","","5","","","","98.18","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 00:00","2025","07","03","00:00","","18.6","","15.5","","82","","0.0","","21","","9","","","","98.17","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 01:00","2025","07","03","01:00","","18.8","","16.1","","84","","0.0","","","","0","","","","98.13","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 02:00","2025","07","03","02:00","","17.3","","15.0","","86","","0.0","","28","","4","","","","98.10","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 03:00","2025","07","03","03:00","","17.6","","15.6","","88","","0.0","","20","","7","","","","98.12","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 04:00","2025","07","03","04:00","","15.9","","14.4","","91","","0.0","","28","","3","","","","98.17","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 05:00","2025","07","03","05:00","","17.5","","14.1","","81","","0.0","","33","","15","","","","98.29","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 06:00","2025","07","03","06:00","","15.4","","14.2","","93","","0.4","","29","","4","","","","98.28","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 07:00","2025","07","03","07:00","","15.9","","15.0","","94","","0.7","","24","","7","","","","98.28","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 08:00","2025","07","03","08:00","","17.6","","15.6","","88","","0.0","","27","","5","","","","98.31","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 09:00","2025","07","03","09:00","","20.1","","16.0","","77","","0.0","","32","","8","","","","98.32","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 10:00","2025","07","03","10:00","","20.7","","15.1","","71","","0.0","","34","","11","","","","98.33","","25","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 11:00","2025","07","03","11:00","","20.8","","11.7","","56","","0.0","","33","","20","","","","98.39","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 12:00","2025","07","03","12:00","","21.0","","12.0","","56","","0.0","","32","","18","","","","98.44","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 13:00","2025","07","03","13:00","","21.3","","11.2","","52","","0.0","","31","","20","","","","98.45","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 14:00","2025","07","03","14:00","","21.6","","8.6","","43","","0.0","","33","","22","","","","98.47","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 15:00","2025","07","03","15:00","","21.1","","7.1","","40","","0.0","","32","","21","","","","98.52","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 16:00","2025","07","03","16:00","","21.2","","5.9","","37","","0.0","","32","","15","","","","98.53","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 17:00","2025","07","03","17:00","","20.5","","6.8","","41","","0.0","","34","","17","","","","98.54","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 18:00","2025","07","03","18:00","","20.1","","7.8","","45","","0.0","","33","","16","","","","98.58","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 19:00","2025","07","03","19:00","","19.2","","8.2","","49","","0.0","","33","","9","","","","98.64","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 20:00","2025","07","03","20:00","","17.1","","8.7","","58","","0.0","","35","","5","","","","98.70","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 21:00","2025","07","03","21:00","","15.5","","9.1","","66","","0.0","","35","","5","","","","98.79","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-07-03 22:00","2025","07","03","22:00","","14.8","","9.6","","71","","0.0","","33","","3","","","","98.84","","","","","","NA"
