"CASING_ID","PIPE_ID","WELL_ID","LAYER","MATERIAL","DEPTH_FROM","DEPTH_TO","CASING_DIAMETER","CASING_DIAMETER_UOM","CASING_DEPTH_UOM"
930060317,10582544,"1511980",1,"1",,35.00,6.00,"inch","ft"
930060318,10582545,"1511981",1,"1",,35.00,6.00,"inch","ft"
930060320,10582546,"1511982",2,"4",,85.00,5.00,"inch","ft"
930060319,10582546,"1511982",1,"1",,76.00,5.00,"inch","ft"
930060321,10582547,"1511983",1,"1",,95.00,5.00,"inch","ft"
930060322,10582547,"1511983",2,"4",,121.00,5.00,"inch","ft"
930060323,10582548,"1511984",1,"1",,20.00,6.00,"inch","ft"
930060324,10582548,"1511984",2,"4",,73.00,6.00,"inch","ft"
930060326,10582549,"1511985",2,"4",,110.00,,"inch","ft"
930060325,10582549,"1511985",1,"1",,27.00,6.00,"inch","ft"
930060327,10582550,"1511986",1,"1",,24.00,6.00,"inch","ft"
930060328,10582550,"1511986",2,"4",,100.00,6.00,"inch","ft"
930060329,10582551,"1511987",1,"1",,22.00,6.00,"inch","ft"
930060330,10582551,"1511987",2,,,300.00,,"inch","ft"
930060331,10582552,"1511988",1,"1",,83.00,6.00,"inch","ft"
930060332,10582552,"1511988",2,"4",,230.00,6.00,"inch","ft"
930060334,10582553,"1511989",2,"4",,109.00,,"inch","ft"
930060333,10582553,"1511989",1,"1",,83.00,5.00,"inch","ft"
930060336,10582554,"1511990",2,"4",,85.00,5.00,"inch","ft"
930060335,10582554,"1511990",1,"1",,80.00,5.00,"inch","ft"
930060337,10582555,"1511991",1,"1",,50.00,6.00,"inch","ft"
930060338,10582556,"1511992",1,"1",,40.00,6.00,"inch","ft"
930060339,10582556,"1511992",2,"4",,169.00,6.00,"inch","ft"
930060340,10582557,"1511993",1,"1",,22.00,6.00,"inch","ft"
930060341,10582557,"1511993",2,"4",,105.00,,"inch","ft"
930060342,10582558,"1511994",1,"1",,16.00,6.00,"inch","ft"
930060343,10582558,"1511994",2,"4",,45.00,,"inch","ft"
930060345,10582559,"1511995",2,"4",,100.00,6.00,"inch","ft"
930060344,10582559,"1511995",1,"1",,22.00,6.00,"inch","ft"
930060346,10582560,"1511996",1,"1",,38.00,6.00,"inch","ft"
930060347,10582560,"1511996",2,"4",,48.00,6.00,"inch","ft"
930060348,10582561,"1511997",1,"1",,61.00,6.00,"inch","ft"
930060349,10582561,"1511997",2,"4",,125.00,,"inch","ft"
930060350,10582562,"1511998",1,"1",,60.00,6.00,"inch","ft"
930060352,10582563,"1511999",2,"4",,237.00,6.00,"inch","ft"
930060351,10582563,"1511999",1,"1",,35.00,6.00,"inch","ft"
930060353,10582564,"1512000",1,"1",,60.00,6.00,"inch","ft"
930060354,10582565,"1512001",1,"1",,84.00,6.00,"inch","ft"
930060355,10582565,"1512001",2,"4",,170.00,6.00,"inch","ft"
930060356,10582566,"1512002",1,"1",,95.00,5.00,"inch","ft"
930060357,10582566,"1512002",2,"4",,130.00,5.00,"inch","ft"
930060358,10582567,"1512003",1,"1",,21.00,5.00,"inch","ft"
930060359,10582568,"1512004",1,"1",,43.00,6.00,"inch","ft"
930060360,10582568,"1512004",2,"4",,70.00,6.00,"inch","ft"
930060361,10582569,"1512005",1,"1",,58.00,6.00,"inch","ft"
930060362,10582569,"1512005",2,"4",,100.00,6.00,"inch","ft"
930060363,10582570,"1512006",1,"1",,70.00,5.00,"inch","ft"
930060364,10582571,"1512007",1,"1",,21.00,5.00,"inch","ft"
930060365,10582571,"1512007",2,"4",,50.00,5.00,"inch","ft"
930060366,10582572,"1512008",1,"1",,61.00,6.00,"inch","ft"
930060367,10582573,"1512009",1,"1",,37.00,6.00,"inch","ft"
930060368,10582574,"1512010",1,"1",,96.00,6.00,"inch","ft"
930060369,10582575,"1512011",1,"1",,70.00,5.00,"inch","ft"
930060370,10582576,"1512012",1,"1",,99.00,5.00,"inch","ft"
930060371,10582576,"1512012",2,"4",,150.00,5.00,"inch","ft"
930060372,10582577,"1512013",1,"1",,51.00,6.00,"inch","ft"
930060373,10582578,"1512014",1,"1",,39.00,6.00,"inch","ft"
930060374,10582579,"1512015",1,"1",,33.00,6.00,"inch","ft"
930060375,10582580,"1512016",1,"1",,33.00,6.00,"inch","ft"
930060376,10582581,"1512017",1,"1",,20.00,6.00,"inch","ft"
930060377,10582582,"1512018",1,"1",,20.00,6.00,"inch","ft"
930060378,10582582,"1512018",2,"4",,35.00,6.00,"inch","ft"
930060379,10582583,"1512019",1,"1",,57.00,6.00,"inch","ft"
930060380,10582584,"1512020",1,"1",,50.00,6.00,"inch","ft"
930060381,10582585,"1512021",1,"1",,95.00,6.00,"inch","ft"
930060382,10582586,"1512022",1,"1",,57.00,6.00,"inch","ft"
930060383,10582587,"1512023",1,"1",,58.00,6.00,"inch","ft"
930060384,10582588,"1512024",1,"1",,45.00,6.00,"inch","ft"
930060385,10582589,"1512025",1,"1",,26.00,7.00,"inch","ft"
930060386,10582589,"1512025",2,"4",,100.00,6.00,"inch","ft"
930060387,10582590,"1512026",1,"1",,28.00,7.00,"inch","ft"
930060388,10582591,"1512027",1,"1",,76.00,6.00,"inch","ft"
930060389,10582592,"1512028",1,"1",,50.00,6.00,"inch","ft"
930060390,10582593,"1512029",1,"1",,21.00,6.00,"inch","ft"
930060391,10582593,"1512029",2,"4",,130.00,5.00,"inch","ft"
930060392,10582594,"1512030",1,"1",,20.00,6.00,"inch","ft"
930060393,10582595,"1512031",1,"1",,20.00,6.00,"inch","ft"
930060394,10582596,"1512032",1,"1",,58.00,6.00,"inch","ft"
930060395,10582596,"1512032",2,"4",,60.00,6.00,"inch","ft"
930060396,10582597,"1512033",1,"1",,22.00,5.00,"inch","ft"
930060397,10582597,"1512033",2,"4",,290.00,,"inch","ft"
930060398,10582598,"1512034",1,"1",,75.00,6.00,"inch","ft"
930060399,10582598,"1512034",2,"4",,100.00,6.00,"inch","ft"
930060400,10582599,"1512035",1,"1",,51.00,6.00,"inch","ft"
930060401,10582600,"1512036",1,"1",,89.00,6.00,"inch","ft"
930060402,10582600,"1512036",2,"4",,150.00,6.00,"inch","ft"
930060403,10582601,"1512037",1,"1",,90.00,6.00,"inch","ft"
930060404,10582602,"1512038",1,"1",,52.00,6.00,"inch","ft"
930060405,10582602,"1512038",2,"4",,156.00,6.00,"inch","ft"
930060406,10582603,"1512039",1,"1",,20.00,6.00,"inch","ft"
930060407,10582603,"1512039",2,"4",,150.00,6.00,"inch","ft"
930060408,10582604,"1512040",1,"1",,46.00,6.00,"inch","ft"
930060409,10582605,"1512041",1,"1",,86.00,6.00,"inch","ft"
930060410,10582606,"1512042",1,"1",,20.00,5.00,"inch","ft"
930060411,10582606,"1512042",2,"4",,53.00,5.00,"inch","ft"
930060412,10582607,"1512044",1,"1",,95.00,7.00,"inch","ft"
930060413,10582607,"1512044",2,"4",,127.00,5.00,"inch","ft"
930060414,10582608,"1512045",1,"1",,52.00,6.00,"inch","ft"
930060415,10582608,"1512045",2,"4",,206.00,,"inch","ft"
930060416,10582609,"1512046",1,"1",,21.00,6.00,"inch","ft"
930060417,10582610,"1512047",1,"1",,69.00,6.00,"inch","ft"
930060418,10582611,"1512048",1,"1",,50.00,6.00,"inch","ft"
930060419,10582612,"1512049",1,"1",,44.00,6.00,"inch","ft"
930060420,10582613,"1512050",1,"1",,20.00,6.00,"inch","ft"
930060421,10582614,"1512051",1,"1",,91.00,6.00,"inch","ft"
930060422,10582615,"1512052",1,"1",,37.00,6.00,"inch","ft"
930060423,10582616,"1512053",1,"1",,20.00,8.00,"inch","ft"
930060424,10582617,"1512054",1,"1",,51.00,6.00,"inch","ft"
930060425,10582618,"1512055",1,"1",,20.00,6.00,"inch","ft"
930060426,10582618,"1512055",2,"4",,125.00,6.00,"inch","ft"
930060427,10582619,"1512056",1,"1",,35.00,5.00,"inch","ft"
930060428,10582620,"1512057",1,"1",,42.00,5.00,"inch","ft"
930060430,10582621,"1512058",2,"4",,100.00,,"inch","ft"
930060429,10582621,"1512058",1,"5",,25.00,6.00,"inch","ft"
930060432,10582622,"1512059",2,"4",,52.00,6.00,"inch","ft"
930060431,10582622,"1512059",1,"1",,28.00,6.00,"inch","ft"
930060433,10582623,"1512060",1,"1",,61.00,6.00,"inch","ft"
930060434,10582624,"1512061",1,"1",,26.00,6.00,"inch","ft"
930060435,10582625,"1512062",1,"1",,31.00,6.00,"inch","ft"
930060436,10582626,"1512063",1,"1",,18.00,6.00,"inch","ft"
930060438,10582627,"1512064",2,"4",,62.00,,"inch","ft"
930060437,10582627,"1512064",1,"1",,15.00,6.00,"inch","ft"
930060439,10582628,"1512065",1,"1",,20.00,6.00,"inch","ft"
930060440,10582628,"1512065",2,"4",,105.00,,"inch","ft"
930060441,10582629,"1512066",1,"1",,21.00,6.00,"inch","ft"
930060442,10582629,"1512066",2,"4",,40.00,6.00,"inch","ft"
930060443,10582630,"1512067",1,"1",,22.00,6.00,"inch","ft"
930060444,10582630,"1512067",2,"4",,145.00,6.00,"inch","ft"
930060446,10582631,"1512068",2,"4",,222.00,6.00,"inch","ft"
930060445,10582631,"1512068",1,"1",,21.00,6.00,"inch","ft"
930060448,10582632,"1512069",2,"4",,58.00,6.00,"inch","ft"
930060447,10582632,"1512069",1,"1",,26.00,6.00,"inch","ft"
930060449,10582633,"1512070",1,"1",,75.00,6.00,"inch","ft"
930060450,10582633,"1512070",2,"4",,80.00,6.00,"inch","ft"
930060451,10582634,"1512071",1,"1",,42.00,6.00,"inch","ft"
930060452,10582634,"1512071",2,"4",,173.00,6.00,"inch","ft"
930060454,10582635,"1512072",2,"4",,81.00,5.00,"inch","ft"
930060453,10582635,"1512072",1,"1",,59.00,5.00,"inch","ft"
930060455,10582636,"1512073",1,"1",,59.00,6.00,"inch","ft"
930060456,10582636,"1512073",2,"4",,150.00,6.00,"inch","ft"
930060457,10582637,"1512074",1,"2",,92.00,2.00,"inch","ft"
930060458,10582638,"1512075",1,"1",,86.00,6.00,"inch","ft"
930060459,10582638,"1512075",2,"4",,164.00,6.00,"inch","ft"
930060460,10582639,"1512076",1,"1",,20.00,6.00,"inch","ft"
930060461,10582639,"1512076",2,"4",,84.00,6.00,"inch","ft"
930060462,10582640,"1512077",1,"1",,85.00,6.00,"inch","ft"
930060463,10582640,"1512077",2,"4",,95.00,,"inch","ft"
930060464,10582641,"1512078",1,"1",,85.00,6.00,"inch","ft"
930060465,10582641,"1512078",2,"4",,140.00,6.00,"inch","ft"
930060466,10582642,"1512079",1,"2",,90.00,2.00,"inch","ft"
930060467,10582642,"1512079",2,"4",,188.00,,"inch","ft"
930060468,10582643,"1512080",1,"1",,54.00,6.00,"inch","ft"
930060469,10582643,"1512080",2,"4",,85.00,6.00,"inch","ft"
930060470,10582644,"1512081",1,"1",,24.00,6.00,"inch","ft"
930060471,10582644,"1512081",2,"4",,49.00,,"inch","ft"
930060473,10582645,"1512083",2,"4",,149.00,6.00,"inch","ft"
930060472,10582645,"1512083",1,"1",,85.00,6.00,"inch","ft"
930060474,10582646,"1512084",1,"1",,18.00,2.00,"inch","ft"
930060475,10582647,"1512085",1,"1",,15.00,2.00,"inch","ft"
930060476,10582648,"1512086",1,"1",,15.00,4.00,"inch","ft"
930060477,10582649,"1512087",1,"1",,17.00,4.00,"inch","ft"
930060478,10582650,"1512088",1,"1",,17.00,5.00,"inch","ft"
930060479,10582651,"1512089",1,"1",,8.00,5.00,"inch","ft"
930060480,10582652,"1512090",1,"1",,18.00,6.00,"inch","ft"
930060481,10582653,"1512091",1,"1",,22.00,6.00,"inch","ft"
930060482,10582654,"1512092",1,"1",,22.00,6.00,"inch","ft"
930060483,10582655,"1512093",1,"1",,38.00,6.00,"inch","ft"
930060484,10582656,"1512094",1,"1",,34.00,6.00,"inch","ft"
930060485,10582657,"1512095",1,"2",,44.00,2.00,"inch","ft"
930060486,10582658,"1512096",1,"1",,22.00,6.00,"inch","ft"
930060487,10582658,"1512096",2,"4",,60.00,,"inch","ft"
930060488,10582659,"1512097",1,"2",,20.00,2.00,"inch","ft"
930060489,10582660,"1512098",1,"2",,65.00,2.00,"inch","ft"
930060490,10582661,"1512099",1,"2",,21.00,2.00,"inch","ft"
930060491,10582661,"1512099",2,"4",,68.00,,"inch","ft"
930060492,10582662,"1512100",1,"2",,25.00,2.00,"inch","ft"
930060493,10582662,"1512100",2,"4",,78.00,2.00,"inch","ft"
930060494,10582663,"1512101",1,"1",,44.00,3.00,"inch","ft"
930060496,10582663,"1512101",3,"4",,71.00,,"inch","ft"
930060495,10582663,"1512101",2,"1",,61.00,2.00,"inch","ft"
930060497,10582664,"1512102",1,"2",,32.00,2.00,"inch","ft"
930060498,10582665,"1512103",1,"2",,30.00,2.00,"inch","ft"
930060499,10582666,"1512104",1,"1",,46.00,2.00,"inch","ft"
930060500,10582666,"1512104",2,"4",,60.00,2.00,"inch","ft"
930060502,10582667,"1512105",2,"4",,110.00,6.00,"inch","ft"
930060501,10582667,"1512105",1,"1",,82.00,7.00,"inch","ft"
930060503,10582668,"1512106",1,"1",,42.00,5.00,"inch","ft"
930060504,10582668,"1512106",2,"4",,70.00,5.00,"inch","ft"
930060505,10582669,"1512107",1,"1",,51.00,6.00,"inch","ft"
930060506,10582670,"1512108",1,"1",,72.00,5.00,"inch","ft"
930060507,10582670,"1512108",2,"4",,114.00,,"inch","ft"
930060508,10582671,"1512109",1,"1",,52.00,6.00,"inch","ft"
930060510,10582672,"1512110",2,"4",,150.00,6.00,"inch","ft"
930060509,10582672,"1512110",1,"1",,85.00,6.00,"inch","ft"
930060512,10582673,"1512111",2,"4",,85.00,6.00,"inch","ft"
930060511,10582673,"1512111",1,"1",,51.00,6.00,"inch","ft"
930060513,10582674,"1512112",1,"1",,98.00,5.00,"inch","ft"
930060514,10582674,"1512112",2,"4",,105.00,5.00,"inch","ft"
930060515,10582675,"1512113",1,"1",,83.00,6.00,"inch","ft"
930060516,10582675,"1512113",2,"4",,125.00,,"inch","ft"
930060518,10582676,"1512114",2,"4",,340.00,6.00,"inch","ft"
930060517,10582676,"1512114",1,"1",,84.00,6.00,"inch","ft"
930060519,10582677,"1512115",1,"1",,83.00,6.00,"inch","ft"
930060520,10582677,"1512115",2,"4",,211.00,6.00,"inch","ft"
930060521,10582678,"1512116",1,"1",,84.00,6.00,"inch","ft"
930060522,10582678,"1512116",2,"4",,212.00,,"inch","ft"
930060523,10582679,"1512117",1,"1",,82.00,6.00,"inch","ft"
930060524,10582679,"1512117",2,"4",,158.00,6.00,"inch","ft"
930060526,10582680,"1512118",2,"4",,125.00,6.00,"inch","ft"
930060525,10582680,"1512118",1,"1",,21.00,6.00,"inch","ft"
930060528,10582681,"1512119",2,"4",,125.00,6.00,"inch","ft"
930060527,10582681,"1512119",1,"1",,18.00,6.00,"inch","ft"
930060529,10582682,"1512120",1,"1",,58.00,6.00,"inch","ft"
930060530,10582682,"1512120",2,"4",,63.00,6.00,"inch","ft"
930060531,10582683,"1512121",1,"1",,21.00,6.00,"inch","ft"
930060532,10582683,"1512121",2,"4",,35.00,6.00,"inch","ft"
930060534,10582684,"1512122",2,"4",,152.00,6.00,"inch","ft"
930060533,10582684,"1512122",1,"1",,22.00,6.00,"inch","ft"
930060535,10582685,"1512123",1,"1",,37.00,5.00,"inch","ft"
930060536,10582685,"1512123",2,"4",,50.00,,"inch","ft"
930060537,10582686,"1512124",1,"1",,100.00,7.00,"inch","ft"
930060538,10582687,"1512125",1,"1",,28.00,6.00,"inch","ft"
930060539,10582687,"1512125",2,"4",,325.00,6.00,"inch","ft"
930060540,10582688,"1512126",1,"1",,84.00,6.00,"inch","ft"
930060541,10582688,"1512126",2,"4",,143.00,6.00,"inch","ft"
930060542,10582689,"1512127",1,"1",,22.00,6.00,"inch","ft"
930060543,10582690,"1512128",1,"1",,33.00,6.00,"inch","ft"
930060544,10582691,"1512129",1,"1",,33.00,6.00,"inch","ft"
930060545,10582692,"1512130",1,"1",,23.00,5.00,"inch","ft"
930060546,10582692,"1512130",2,"4",,97.00,5.00,"inch","ft"
930060547,10582693,"1512131",1,"1",,19.00,6.00,"inch","ft"
930060548,10582693,"1512131",2,"4",,86.00,6.00,"inch","ft"
930060549,10582694,"1512132",1,"1",,22.00,6.00,"inch","ft"
930060550,10582695,"1512133",1,"1",,38.00,6.00,"inch","ft"
930060551,10582695,"1512133",2,"4",,60.00,,"inch","ft"
930060552,10582696,"1512134",1,"1",,39.00,6.00,"inch","ft"
930060553,10582697,"1512135",1,"1",,69.00,6.00,"inch","ft"
930060554,10582697,"1512135",2,"4",,275.00,6.00,"inch","ft"
930060555,10582698,"1512136",1,"1",,98.00,5.00,"inch","ft"
930060556,10582698,"1512136",2,"4",,137.00,5.00,"inch","ft"
930060557,10582699,"1512137",1,"1",,35.00,6.00,"inch","ft"
930060558,10582700,"1512138",1,"1",,38.00,6.00,"inch","ft"
930060559,10582701,"1512139",1,"1",,58.00,6.00,"inch","ft"
930060560,10582702,"1512140",1,"1",,36.00,6.00,"inch","ft"
930060561,10582703,"1512141",1,"1",,68.00,6.00,"inch","ft"
930060562,10582704,"1512142",1,"1",,88.00,6.00,"inch","ft"
930060563,10582704,"1512142",2,"4",,115.00,6.00,"inch","ft"
930060564,10582705,"1512143",1,"1",,36.00,6.00,"inch","ft"
930060566,10582706,"1512144",2,"4",,94.00,,"inch","ft"
930060565,10582706,"1512144",1,"1",,25.00,6.00,"inch","ft"
930060567,10582707,"1512145",1,"1",,51.00,5.00,"inch","ft"
930060568,10582708,"1512146",1,"1",,76.00,6.00,"inch","ft"
930060569,10582709,"1512147",1,"1",,30.00,6.00,"inch","ft"
930060570,10582709,"1512147",2,"4",,60.00,6.00,"inch","ft"
930060571,10582710,"1512148",1,"1",,50.00,6.00,"inch","ft"
930060572,10582711,"1512149",1,"1",,63.00,6.00,"inch","ft"
930060573,10582711,"1512149",2,"4",,82.00,6.00,"inch","ft"
930060574,10582712,"1512150",1,"1",,43.00,6.00,"inch","ft"
930060575,10582712,"1512150",2,"4",,83.00,6.00,"inch","ft"
930060576,10582713,"1512151",1,"1",,20.00,6.00,"inch","ft"
930060577,10582714,"1512152",1,"1",,101.00,5.00,"inch","ft"
930060578,10582714,"1512152",2,"4",,150.00,5.00,"inch","ft"
930060579,10582715,"1512153",1,"1",,81.00,6.00,"inch","ft"
930060580,10582715,"1512153",2,"4",,110.00,6.00,"inch","ft"
930060582,10582716,"1512154",2,"4",,163.00,6.00,"inch","ft"
930060581,10582716,"1512154",1,"1",,102.00,6.00,"inch","ft"
930060583,10582717,"1512155",1,"4",,158.00,7.00,"inch","ft"
930060584,10582718,"1512156",1,"1",,21.00,6.00,"inch","ft"
930060585,10582719,"1512157",1,"1",,42.00,6.00,"inch","ft"
930060586,10582720,"1512158",1,"1",,45.00,6.00,"inch","ft"
930060587,10582721,"1512159",1,"1",,32.00,6.00,"inch","ft"
930060588,10582721,"1512159",2,"4",,37.00,6.00,"inch","ft"
930060590,10582722,"1512160",2,"4",,235.00,6.00,"inch","ft"
930060589,10582722,"1512160",1,"1",,46.00,6.00,"inch","ft"
930060592,10582723,"1512161",2,"4",,48.00,6.00,"inch","ft"
930060591,10582723,"1512161",1,"1",,25.00,6.00,"inch","ft"
930060593,10582724,"1512162",1,"1",,25.00,6.00,"inch","ft"
930060594,10582725,"1512163",1,"1",,91.00,6.00,"inch","ft"
930060595,10582725,"1512163",2,"4",,130.00,6.00,"inch","ft"
930060596,10582726,"1512164",1,"1",,60.00,6.00,"inch","ft"
930060597,10582727,"1512165",1,"1",,64.00,6.00,"inch","ft"
930060598,10582728,"1512166",1,"1",,97.00,5.00,"inch","ft"
930060599,10582728,"1512166",2,"4",,125.00,5.00,"inch","ft"
930060601,10582729,"1512167",2,"4",,84.00,5.00,"inch","ft"
930060600,10582729,"1512167",1,"1",,33.00,5.00,"inch","ft"
930060602,10582730,"1512168",1,"1",,27.00,6.00,"inch","ft"
930060603,10582731,"1512169",1,"1",,27.00,6.00,"inch","ft"
930060604,10582731,"1512169",2,"4",,150.00,6.00,"inch","ft"
930060606,10582732,"1512170",2,"4",,155.00,5.00,"inch","ft"
930060605,10582732,"1512170",1,"1",,87.00,5.00,"inch","ft"
930060607,10582733,"1512171",1,"1",,32.00,6.00,"inch","ft"
930060608,10582734,"1512172",1,"1",,21.00,6.00,"inch","ft"
930060609,10582735,"1512173",1,"1",,21.00,6.00,"inch","ft"
930060610,10582736,"1512174",1,"1",,39.00,6.00,"inch","ft"
930060611,10582737,"1512175",1,"1",,34.00,6.00,"inch","ft"
930060612,10582738,"1512176",1,"1",,34.00,6.00,"inch","ft"
930060614,10582739,"1512177",2,"4",,125.00,5.00,"inch","ft"
930060613,10582739,"1512177",1,"1",,77.00,5.00,"inch","ft"
930060615,10582740,"1512178",1,"1",,33.00,5.00,"inch","ft"
930060616,10582740,"1512178",2,"4",,100.00,5.00,"inch","ft"
930060617,10582741,"1512179",1,"1",,37.00,6.00,"inch","ft"
930060618,10582741,"1512179",2,"4",,150.00,6.00,"inch","ft"
930060619,10582742,"1512180",1,"1",,20.00,6.00,"inch","ft"
930060620,10582742,"1512180",2,"4",,40.00,6.00,"inch","ft"
930060621,10582743,"1512181",1,"1",,20.00,6.00,"inch","ft"
930060622,10582744,"1512182",1,"1",,88.00,5.00,"inch","ft"
930060623,10582744,"1512182",2,"4",,130.00,5.00,"inch","ft"
930060624,10582745,"1512183",1,"1",,44.00,6.00,"inch","ft"
930060625,10582745,"1512183",2,"4",,60.00,6.00,"inch","ft"
930060626,10582746,"1512184",1,"1",,42.00,6.00,"inch","ft"
930060627,10582746,"1512184",2,"4",,52.00,6.00,"inch","ft"
930060628,10582747,"1512185",1,"1",,56.00,5.00,"inch","ft"
930060629,10582747,"1512185",2,"4",,63.00,6.00,"inch","ft"
930060630,10582748,"1512186",1,"1",,56.00,5.00,"inch","ft"
930060631,10582748,"1512186",2,"4",,132.00,5.00,"inch","ft"
930060632,10582749,"1512187",1,"1",,22.00,6.00,"inch","ft"
930060633,10582750,"1512188",1,"1",,85.00,6.00,"inch","ft"
930060634,10582750,"1512188",2,"4",,170.00,6.00,"inch","ft"
930060635,10582751,"1512189",1,"1",,86.00,6.00,"inch","ft"
930060636,10582751,"1512189",2,"4",,174.00,,"inch","ft"
930060638,10582752,"1512190",2,"4",,97.00,5.00,"inch","ft"
930060637,10582752,"1512190",1,"1",,35.00,5.00,"inch","ft"
930060640,10582753,"1512191",2,"4",,194.00,6.00,"inch","ft"
930060639,10582753,"1512191",1,"1",,20.00,6.00,"inch","ft"
930060641,10582754,"1512192",1,"1",,56.00,5.00,"inch","ft"
930060642,10582754,"1512192",2,"4",,71.00,5.00,"inch","ft"
930060643,10582755,"1512193",1,"1",,84.00,6.00,"inch","ft"
930060644,10582755,"1512193",2,"4",,162.00,6.00,"inch","ft"
930060645,10582756,"1512194",1,"1",,40.00,6.00,"inch","ft"
930060646,10582757,"1512195",1,"1",,71.00,6.00,"inch","ft"
930060647,10582757,"1512195",2,"4",,283.00,6.00,"inch","ft"
930060649,10582758,"1512196",2,"4",,132.00,6.00,"inch","ft"
930060648,10582758,"1512196",1,"1",,93.00,6.00,"inch","ft"
930060650,10582759,"1512197",1,"1",,48.00,6.00,"inch","ft"
930060651,10582759,"1512197",2,"4",,188.00,6.00,"inch","ft"
930060652,10582760,"1512198",1,"1",,50.00,6.00,"inch","ft"
930060653,10582760,"1512198",2,"4",,66.00,5.00,"inch","ft"
930060654,10582761,"1512199",1,"1",,40.00,6.00,"inch","ft"
930060655,10582761,"1512199",2,"4",,164.00,6.00,"inch","ft"
930060656,10582762,"1512200",1,"1",,22.00,6.00,"inch","ft"
930060657,10582762,"1512200",2,"4",,275.00,6.00,"inch","ft"
930060658,10582763,"1512201",1,"1",,56.00,6.00,"inch","ft"
930060659,10582763,"1512201",2,"4",,425.00,6.00,"inch","ft"
930060660,10582764,"1512202",1,"1",,23.00,6.00,"inch","ft"
930060661,10582765,"1512203",1,"1",,35.00,6.00,"inch","ft"
930060662,10582766,"1512204",1,"1",,86.00,6.00,"inch","ft"
930060663,10582766,"1512204",2,"4",,181.00,6.00,"inch","ft"
930060664,10582767,"1512205",1,"1",,22.00,6.00,"inch","ft"
930060665,10582768,"1512206",1,"1",,56.00,6.00,"inch","ft"
930060666,10582769,"1512207",1,"1",,51.00,6.00,"inch","ft"
930060667,10582769,"1512207",2,"4",,80.00,6.00,"inch","ft"
930060668,10582770,"1512208",1,"1",,51.00,6.00,"inch","ft"
930060669,10582770,"1512208",2,"4",,100.00,6.00,"inch","ft"
930060670,10582771,"1512209",1,"1",,71.00,6.00,"inch","ft"
930060671,10582771,"1512209",2,"4",,75.00,6.00,"inch","ft"
930060672,10582772,"1512210",1,"1",,22.00,6.00,"inch","ft"
930060673,10582773,"1512211",1,"1",,22.00,6.00,"inch","ft"
930060674,10582774,"1512212",1,"1",,22.00,6.00,"inch","ft"
930060675,10582775,"1512213",1,"1",,34.00,6.00,"inch","ft"
930060676,10582776,"1512214",1,"1",,21.00,6.00,"inch","ft"
930060678,10582777,"1512215",2,"4",,72.00,6.00,"inch","ft"
930060677,10582777,"1512215",1,"1",,62.00,6.00,"inch","ft"
930060679,10582778,"1512216",1,"1",,77.00,5.00,"inch","ft"
930060680,10582778,"1512216",2,"4",,95.00,5.00,"inch","ft"
930060681,10582779,"1512217",1,"1",,55.00,5.00,"inch","ft"
930060682,10582779,"1512217",2,"4",,81.00,5.00,"inch","ft"
930060683,10582780,"1512218",1,"1",,22.00,6.00,"inch","ft"
930060684,10582780,"1512218",2,"4",,65.00,6.00,"inch","ft"
930060686,10582781,"1512219",2,"4",,140.00,6.00,"inch","ft"
930060685,10582781,"1512219",1,"1",,48.00,6.00,"inch","ft"
930060687,10582782,"1512220",1,"1",,27.00,6.00,"inch","ft"
930060688,10582783,"1512221",1,"1",,43.00,6.00,"inch","ft"
930060689,10582784,"1512222",1,,,22.00,6.00,"inch","ft"
930060690,10582785,"1512223",1,"1",,21.00,6.00,"inch","ft"
930060691,10582786,"1512224",1,"1",,83.00,6.00,"inch","ft"
930060692,10582786,"1512224",2,"4",,147.00,6.00,"inch","ft"
930060694,10582787,"1512225",2,"4",,105.00,6.00,"inch","ft"
930060693,10582787,"1512225",1,"1",,21.00,6.00,"inch","ft"
930060695,10582788,"1512226",1,"1",,49.00,6.00,"inch","ft"
930060697,10582789,"1512227",2,"4",,105.00,5.00,"inch","ft"
930060696,10582789,"1512227",1,"1",,70.00,6.00,"inch","ft"
930060698,10582790,"1512228",1,"1",,40.00,6.00,"inch","ft"
930060699,10582790,"1512228",2,"4",,136.00,6.00,"inch","ft"
930060700,10582791,"1512229",1,"1",,22.00,6.00,"inch","ft"
930060701,10582791,"1512229",2,"4",,130.00,,"inch","ft"
930060702,10582792,"1512230",1,"1",,22.00,6.00,"inch","ft"
930060703,10582792,"1512230",2,"4",,73.00,6.00,"inch","ft"
930060704,10582793,"1512231",1,"1",,22.00,6.00,"inch","ft"
930060705,10582793,"1512231",2,"4",,146.00,6.00,"inch","ft"
930060706,10582794,"1512232",1,"1",,36.00,6.00,"inch","ft"
930060707,10582794,"1512232",2,"4",,150.00,6.00,"inch","ft"
930060708,10582795,"1512233",1,"1",,42.00,6.00,"inch","ft"
930060710,10582796,"1512234",2,"4",,244.00,6.00,"inch","ft"
930060709,10582796,"1512234",1,"1",,83.00,6.00,"inch","ft"
930060711,10582797,"1512235",1,"1",,55.00,6.00,"inch","ft"
930060712,10582798,"1512236",1,"1",,42.00,5.00,"inch","ft"
930060713,10582799,"1512237",1,"1",,92.00,5.00,"inch","ft"
930060714,10582800,"1512238",1,"1",,33.00,6.00,"inch","ft"
930060715,10582800,"1512238",2,"4",,100.00,6.00,"inch","ft"
