"Hole_Id","Bore_Hole_ID","WELL_ID","Diameter","Depth_from","Depth_to","HOLE_DEPTH_UOM","HOLE_DIAMETER_UOM"
1007448561,10045259,"1523484",,,,"ft","inch"
11109032,11104722,"1534287",25.40,0.00,6.80,"m","cm"
11109033,11104722,"1534287",16.80,6.80,16.80,"m","cm"
11109035,11104723,"1534288",25.40,0.00,6.20,"m","cm"
11109036,11104723,"1534288",16.80,6.20,14.07,"m","cm"
11109038,11104724,"1534398",4.10,0.00,4.00,"m","cm"
11109040,11104725,"1534399",22.80,0.00,6.00,"m","cm"
11109041,11104725,"1534399",16.83,6.00,0.94,"m","cm"
11109043,11104726,"1534400",22.80,0.00,6.00,"m","cm"
11109044,11104726,"1534400",16.83,6.00,15.30,"m","cm"
11109046,11104727,"1534401",27.20,0.00,6.20,"m","cm"
11109047,11104727,"1534401",15.86,6.20,37.00,"m","cm"
11109049,11104728,"1534402",25.40,0.00,6.70,"m","cm"
11109051,11104729,"1534403",25.40,0.00,670.00,"m","cm"
11109053,11104730,"1534404",25.40,0.00,6.70,"m","cm"
11109055,11104731,"1534405",22.53,0.00,12.80,"m","cm"
11109056,11104731,"1534405",15.23,12.80,33.53,"m","cm"
11109058,11104732,"1534406",22.53,0.00,6.40,"m","cm"
11109059,11104732,"1534406",15.55,6.40,57.91,"m","cm"
11109061,11104733,"1534407",22.21,0.00,3.96,"m","cm"
11109062,11104733,"1534407",15.23,3.96,52.43,"m","cm"
11109065,11104735,"1534409",22.53,0.00,13.41,"m","cm"
11109066,11104735,"1534409",15.23,13.41,83.21,"m","cm"
11109068,11104736,"1534410",22.21,0.00,6.25,"m","cm"
11109069,11104736,"1534410",15.23,6.25,52.43,"m","cm"
11109071,11104737,"1534411",22.53,0.00,50.25,"m","cm"
11109072,11104737,"1534411",15.23,6.25,52.43,"m","cm"
11109074,11104738,"1534412",24.08,0.00,19.70,"m","cm"
11109075,11104738,"1534412",15.20,19.70,67.10,"m","cm"
11109077,11104739,"1534433",25.40,0.00,6.70,"m","cm"
11109079,11104740,"1534434",7.62,0.00,30.00,"m","cm"
11109081,11104741,"1534435",7.62,0.00,30.00,"m","cm"
11109083,11104742,"1534436",7.62,0.00,30.00,"m","cm"
11109085,11104743,"1534437",7.62,0.00,30.00,"m","cm"
11109087,11104744,"1534438",7.62,0.00,30.00,"m","cm"
11109089,11104745,"1534439",27.20,0.00,25.80,"m","cm"
11109090,11104745,"1534439",15.80,23.80,25.40,"m","cm"
11109092,11104746,"1534440",25.40,0.00,22.00,"m","cm"
11109094,11104747,"1534472",15.24,0.00,94.18,"m","cm"
11109096,11104748,"1534473",15.24,0.00,43.58,"m","cm"
11109098,11104749,"1534474",15.24,0.00,62.18,"m","cm"
11109100,11104750,"1534475",15.24,0.00,96.31,"m","cm"
11109102,11104751,"1534476",15.24,0.00,54.86,"m","cm"
11109104,11104752,"1534477",15.24,0.00,24.38,"m","cm"
11109106,11104753,"1534478",15.24,0.00,18.59,"m","cm"
11109108,11104754,"1534479",15.24,0.00,55.47,"m","cm"
11109110,11104755,"1534480",15.24,0.00,19.20,"m","cm"
11109112,11104756,"1534481",15.24,0.00,49.70,"m","cm"
11109114,11104757,"1534482",15.24,0.00,18.59,"m","cm"
11109116,11104758,"1534483",15.24,43.28,0.00,"m","cm"
11109118,11104759,"1534484",15.24,0.00,67.36,"m","cm"
11109120,11104760,"1534485",15.24,0.00,36.58,"m","cm"
11109122,11104761,"1534486",15.24,0.00,37.18,"m","cm"
11109124,11104762,"1534487",15.24,48.80,0.00,"m","cm"
11109126,11104763,"1534488",15.24,0.00,37.49,"m","cm"
11109128,11104764,"1534489",15.24,0.00,25.30,"m","cm"
11109131,11104766,"1534491",22.53,0.00,13.10,"m","cm"
11109132,11104766,"1534491",14.91,13.10,37.49,"m","cm"
11109134,11104767,"1534492",22.53,0.00,13.10,"m","cm"
11109135,11104767,"1534492",14.91,13.10,37.49,"m","cm"
11109137,11104768,"1534493",22.53,0.00,13.10,"m","cm"
11109138,11104768,"1534493",15.23,13.10,83.21,"m","cm"
11109140,11104769,"1534494",22.21,0.00,22.55,"m","cm"
11109141,11104769,"1534494",14.91,22.55,137.10,"m","cm"
11109142,11104769,"1534494",14.75,137.20,140.50,"m","cm"
11109144,11104770,"1534495",22.21,0.00,6.24,"m","cm"
11109145,11104770,"1534495",15.39,6.24,67.66,"m","cm"
11109147,11104771,"1534496",22.53,0.00,16.15,"m","cm"
11109148,11104771,"1534496",15.07,16.15,22.25,"m","cm"
11109150,11104772,"1534497",22.21,0.00,19.66,"m","cm"
11109151,11104772,"1534497",15.39,19.66,52.73,"m","cm"
11109153,11104773,"1534498",22.53,0.00,12.80,"m","cm"
11109154,11104773,"1534498",15.55,12.80,67.66,"m","cm"
11109156,11104774,"1534499",22.23,0.00,12.50,"m","cm"
11109157,11104774,"1534499",15.23,12.50,67.66,"m","cm"
11109159,11104775,"1534500",22.21,0.00,15.24,"m","cm"
11109160,11104775,"1534500",15.23,15.24,106.70,"m","cm"
11109167,11104781,"1534506",22.21,0.00,24.38,"m","cm"
11109168,11104781,"1534506",14.91,24.38,52.42,"m","cm"
11109170,11104782,"1534507",22.53,0.00,6.40,"m","cm"
11109171,11104782,"1534507",15.23,6.40,68.58,"m","cm"
11109173,11104783,"1534508",22.53,0.00,6.40,"m","cm"
11109174,11104783,"1534508",15.23,6.40,68.58,"m","cm"
11109176,11104784,"1534509",22.53,0.00,16.00,"m","cm"
11109177,11104784,"1534509",15.23,16.00,45.72,"m","cm"
11109180,11104786,"1534511",22.53,0.00,12.95,"m","cm"
11109181,11104786,"1534511",15.23,12.95,37.19,"m","cm"
11109183,11104787,"1534512",22.53,0.00,14.32,"m","cm"
11109184,11104787,"1534512",15.23,14.32,60.35,"m","cm"
11109191,11104793,"1534518",20.00,0.00,6.10,"m","cm"
11109196,11104797,"1534522",20.00,0.00,7.50,"m","cm"
11109198,11104798,"1534523",20.00,0.00,7.50,"m","cm"
11109201,11104800,"1534530",15.24,0.00,19.51,"m","cm"
11109203,11104801,"1534531",15.24,0.00,19.20,"m","cm"
11109205,11104802,"1534532",15.24,0.00,24.99,"m","cm"
11109207,11104803,"1534533",15.24,0.00,42.67,"m","cm"
11109209,11104804,"1534534",15.24,0.00,48.76,"m","cm"
11109211,11104805,"1534535",15.24,0.00,103.60,"m","cm"
11109213,11104806,"1534536",15.24,0.00,140.20,"m","cm"
11109215,11104807,"1534537",24.27,0.00,6.40,"m","cm"
11109216,11104807,"1534537",15.23,6.40,51.82,"m","cm"
11109218,11104808,"1534538",15.24,0.00,36.57,"m","cm"
11109220,11104809,"1534539",15.24,0.00,61.26,"m","cm"
11109222,11104810,"1534540",15.24,0.00,97.53,"m","cm"
11109224,11104811,"1534541",15.24,0.00,48.80,"m","cm"
11109226,11104812,"1534542",15.24,0.00,61.30,"m","cm"
11109228,11104813,"1534543",15.24,0.00,21.30,"m","cm"
11109230,11104814,"1534544",15.24,0.00,54.86,"m","cm"
11109232,11104815,"1534545",15.24,0.00,27.40,"m","cm"
11109234,11104816,"1534546",15.24,0.00,60.35,"m","cm"
11109236,11104817,"1534547",,0.00,45.70,"m","cm"
11109238,11104818,"1534548",15.24,0.00,73.80,"m","cm"
11109240,11104819,"1534549",15.24,0.00,79.24,"m","cm"
11109243,11104821,"1534551",15.24,0.00,55.17,"m","cm"
11109245,11104822,"1534552",15.24,0.00,51.81,"m","cm"
11109247,11104823,"1534553",15.24,0.00,30.80,"m","cm"
11109249,11104824,"1534554",15.24,0.00,36.57,"m","cm"
11109251,11104825,"1534555",15.24,0.00,24.38,"m","cm"
11109254,11104827,"1534557",6.00,0.00,,"m","cm"
11109256,11104828,"1534558",6.00,0.00,95.00,"ft","inch"
11109258,11104829,"1534559",6.00,0.00,70.00,"m","cm"
11109261,11104831,"1534561",6.00,0.00,63.00,"ft","inch"
11109263,11104832,"1534562",22.53,9.00,11.58,"m","cm"
11109264,11104832,"1534562",15.23,11.58,22.25,"m","cm"
11109266,11104833,"1534563",22.53,0.00,13.71,"m","cm"
11109267,11104833,"1534563",15.07,13.71,22.86,"m","cm"
11109269,11104834,"1534564",22.53,0.00,13.25,"m","cm"
11109270,11104834,"1534564",15.07,13.25,22.86,"m","cm"
11109272,11104835,"1534565",22.53,0.00,13.10,"m","cm"
11109273,11104835,"1534565",15.23,13.10,22.25,"m","cm"
11109275,11104836,"1534566",22.53,0.00,25.14,"m","cm"
11109276,11104836,"1534566",15.23,25.14,37.49,"m","cm"
11109278,11104837,"1534567",22.53,0.00,11.58,"m","cm"
11109279,11104837,"1534567",15.23,11.58,22.25,"m","cm"
11109281,11104838,"1534568",22.53,0.00,7.01,"m","cm"
11109282,11104838,"1534568",15.07,7.01,14.63,"m","cm"
11109284,11104839,"1534569",22.53,0.00,17.06,"m","cm"
11109285,11104839,"1534569",15.07,17.06,22.25,"m","cm"
11109287,11104840,"1534570",22.53,0.00,13.10,"m","cm"
11109288,11104840,"1534570",15.23,13.10,57.91,"m","cm"
11109290,11104841,"1534571",22.53,0.00,11.58,"m","cm"
11109291,11104841,"1534571",14.91,11.58,61.26,"m","cm"
11109293,11104842,"1534572",22.53,0.00,14.78,"m","cm"
11109294,11104842,"1534572",15.23,14.78,75.59,"m","cm"
11109297,11104844,"1534574",22.53,0.00,8.22,"m","cm"
11109298,11104844,"1534574",14.91,8.22,29.87,"m","cm"
11109300,11104845,"1534575",22.23,0.00,6.80,"m","cm"
11109301,11104845,"1534575",15.55,6.80,24.68,"m","cm"
11109303,11104846,"1534576",22.23,0.00,14.80,"m","cm"
11109305,11104847,"1534577",24.77,0.00,11.43,"m","cm"
11109306,11104847,"1534577",15.23,11.43,28.95,"m","cm"
11109308,11104848,"1534578",24.70,0.00,6.24,"m","cm"
11109309,11104848,"1534578",15.20,6.24,74.60,"m","cm"
11109311,11104849,"1534579",24.77,0.00,6.40,"m","cm"
11109312,11104849,"1534579",15.23,6.40,61.87,"m","cm"
11109314,11104850,"1534580",24.77,0.00,9.14,"m","cm"
11109315,11104850,"1534580",15.23,9.14,36.57,"m","cm"
11109317,11104851,"1534581",24.77,0.00,6.24,"m","cm"
11109318,11104851,"1534581",15.23,6.24,105.10,"m","cm"
11109321,11104853,"1534583",20.00,,5.00,"m","cm"
11109323,11104854,"1534584",20.00,,5.20,"m","cm"
11109325,11104855,"1534585",15.24,0.00,41.76,"m","cm"
11109333,11104862,"1534592",15.24,0.00,73.15,"m","cm"
11109337,11104865,"1534595",15.24,0.00,30.50,"m","cm"
11109339,11104866,"1534596",15.24,0.00,91.74,"m","cm"
11109341,11104867,"1534597",32.00,0.00,9.63,"m","cm"
11109343,11104868,"1534598",24.77,0.00,22.86,"m","cm"
11109344,11104868,"1534598",15.23,22.86,43.89,"m","cm"
11109346,11104869,"1534599",25.08,0.00,14.93,"m","cm"
11109347,11104869,"1534599",15.55,14.93,18.59,"m","cm"
11109349,11104870,"1534600",0.20,0.00,3.81,"m","cm"
11109351,11104871,"1534601",6.00,20.00,15.00,"ft","inch"
11109353,11104872,"1534602",20.00,0.00,4.60,"m","cm"
11109359,11104877,"1534607",25.40,0.00,28.35,"m","cm"
11109361,11104878,"1534608",25.30,0.00,6.09,"m","cm"
11109363,11104879,"1534609",22.23,0.00,16.76,"m","cm"
11109365,11104880,"1534610",22.23,0.00,16.76,"m","cm"
11109367,11104881,"1534611",22.23,0.00,12.49,"m","cm"
11109369,11104882,"1534612",22.23,0.00,16.76,"m","cm"
11109371,11104883,"1534613",22.23,0.00,16.45,"m","cm"
11109373,11104884,"1534614",22.23,0.00,15.24,"m","cm"
11109375,11104885,"1534615",22.23,0.00,10.36,"m","cm"
11109378,11104887,"1534617",22.23,0.00,14.63,"m","cm"
11109380,11104888,"1534618",22.23,0.00,14.63,"m","cm"
11109382,11104889,"1534619",,0.00,24.38,"m","cm"
11109384,11104890,"1534620",22.23,0.00,14.63,"m","cm"
11109386,11104891,"1534621",22.23,0.00,3.63,"m","cm"
11109388,11104892,"1534622",22.23,0.00,7.00,"m","cm"
11109390,11104893,"1534623",22.23,0.00,6.06,"m","cm"
11109393,11104895,"1534625",20.32,0.00,7.62,"m","cm"
11109395,11104896,"1534630",15.23,0.00,56.70,"m","cm"
11109397,11104897,"1534631",15.55,0.00,48.80,"m","cm"
11109399,11104898,"1534632",15.24,0.00,60.96,"m","cm"
11109401,11104899,"1534633",15.24,0.00,60.96,"m","cm"
11109403,11104900,"1534634",15.24,0.00,61.30,"m","cm"
11109405,11104901,"1534635",15.24,0.00,60.00,"m","cm"
11109407,11104902,"1534636",15.07,0.00,54.90,"m","cm"
11109409,11104903,"1534637",15.24,0.00,134.10,"m","cm"
11109411,11104904,"1534638",15.24,0.00,19.20,"m","cm"
11109414,11104906,"1534640",15.55,0.00,86.20,"m","cm"
11109416,11104907,"1534641",15.24,0.00,85.30,"m","cm"
11109419,11104909,"1534643",15.24,0.00,73.80,"m","cm"
11109421,11104910,"1534644",15.24,0.00,73.10,"m","cm"
11109423,11104911,"1534645",14.91,0.00,60.90,"m","cm"
11109425,11104912,"1534646",15.20,0.00,55.20,"m","cm"
11109428,11104914,"1534648",14.91,0.00,18.30,"m","cm"
11109430,11104915,"1534649",15.24,0.00,30.80,"m","cm"
11109432,11104916,"1534650",15.07,0.00,21.30,"m","cm"
11109434,11104917,"1534651",15.24,0.00,54.90,"m","cm"
11109436,11104918,"1534652",15.55,0.00,60.96,"m","cm"
11109438,11104919,"1534653",15.55,0.00,30.50,"m","cm"
11109440,11104920,"1534654",15.24,0.00,67.00,"m","cm"
11109443,11104922,"1534656",22.23,0.00,12.80,"m","cm"
11109444,11104922,"1534656",15.55,12.80,73.15,"m","cm"
11109446,11104923,"1534657",22.23,0.00,12.80,"m","cm"
11109447,11104923,"1534657",15.55,12.80,67.70,"m","cm"
11109449,11104924,"1534658",22.23,0.00,13.41,"m","cm"
11109450,11104924,"1534658",15.55,13.41,79.24,"m","cm"
11109452,11104925,"1534659",22.23,0.00,9.14,"m","cm"
11109454,11104926,"1534660",22.23,0.00,13.10,"m","cm"
11109455,11104926,"1534660",15.55,13.10,60.96,"m","cm"
11109457,11104927,"1534661",22.23,0.00,18.89,"m","cm"
11109458,11104927,"1534661",15.55,18.89,24.84,"m","cm"
11109460,11104928,"1534662",22.23,0.00,14.02,"m","cm"
11109461,11104928,"1534662",15.55,14.02,37.49,"m","cm"
11109463,11104929,"1534663",38.10,0.00,15.20,"m","cm"
11109465,11104930,"1534664",6.00,0.00,,"m","cm"
11109467,11104931,"1534665",6.00,0.00,,"m","cm"
11109469,11104932,"1534666",22.53,0.00,10.50,"m","cm"
11109470,11104932,"1534666",15.23,10.05,18.28,"m","cm"
11109472,11104933,"1534667",22.53,0.00,18.59,"m","cm"
11109473,11104933,"1534667",15.39,18.59,42.67,"m","cm"
11109475,11104934,"1534668",22.53,0.00,25.90,"m","cm"
11109476,11104934,"1534668",15.23,25.90,53.34,"m","cm"
11109478,11104935,"1534669",22.53,0.00,21.33,"m","cm"
11109479,11104935,"1534669",15.23,21.33,30.48,"m","cm"
11109481,11104936,"1534670",22.53,0.00,19.20,"m","cm"
11109482,11104936,"1534670",15.23,19.20,25.90,"m","cm"
11109484,11104937,"1534671",22.21,0.00,21.03,"m","cm"
11109485,11104937,"1534671",14.91,21.03,98.45,"m","cm"
11109487,11104938,"1534672",22.53,0.00,6.40,"m","cm"
11109488,11104938,"1534672",15.23,6.40,83.21,"m","cm"
11109490,11104939,"1534673",22.53,0.00,7.01,"m","cm"
11109491,11104939,"1534673",15.23,7.01,60.35,"m","cm"
11109493,11104940,"1534674",22.53,0.00,6.40,"m","cm"
11109494,11104940,"1534674",15.39,6.40,60.34,"m","cm"
11109496,11104941,"1534675",22.53,0.00,5.40,"m","cm"
11109497,11104941,"1534675",15.55,6.40,187.20,"m","cm"
11109498,11104941,"1534675",15.23,83.20,137.10,"m","cm"
11109500,11104942,"1534676",22.53,0.00,6.40,"m","cm"
11109501,11104942,"1534676",15.55,6.40,18.28,"m","cm"
11109503,11104943,"1534677",22.53,0.00,6.40,"m","cm"
11109504,11104943,"1534677",15.39,6.40,28.95,"m","cm"
11109506,11104944,"1534678",22.53,0.00,6.40,"m","cm"
11109507,11104944,"1534678",15.39,6.40,29.56,"m","cm"
11109509,11104945,"1534679",22.53,0.00,13.10,"m","cm"
11109510,11104945,"1534679",15.23,13.10,39.62,"m","cm"
11109512,11104946,"1534680",22.53,0.00,13.10,"m","cm"
11109513,11104946,"1534680",15.07,13.10,29.87,"m","cm"
11109515,11104947,"1534681",22.53,0.00,13.10,"m","cm"
11109516,11104947,"1534681",15.23,13.10,82.29,"m","cm"
11109518,11104948,"1534682",22.21,0.00,11.58,"m","cm"
11109519,11104948,"1534682",15.23,11.58,52.73,"m","cm"
11109521,11104949,"1534683",22.53,0.00,6.24,"m","cm"
11109522,11104949,"1534683",15.55,6.24,83.21,"m","cm"
11109524,11104950,"1534684",22.53,0.00,13.10,"m","cm"
11109525,11104950,"1534684",15.23,13.10,22.86,"m","cm"
11109527,11104951,"1534685",22.53,0.00,9.29,"m","cm"
11109528,11104951,"1534685",15.23,9.29,85.03,"m","cm"
11109529,11104951,"1534685",14.59,83.21,85.03,"m","cm"
11109531,11104952,"1534686",22.53,0.00,6.40,"m","cm"
11109532,11104952,"1534686",15.23,6.40,83.82,"m","cm"
11109534,11104953,"1534687",22.53,0.00,6.40,"m","cm"
11109535,11104953,"1534687",15.23,6.40,45.72,"m","cm"
11109537,11104954,"1534688",22.53,0.00,11.73,"m","cm"
11109538,11104954,"1534688",15.39,11.73,54.86,"m","cm"
11109540,11104955,"1534689",22.53,0.00,7.92,"m","cm"
11109541,11104955,"1534689",15.23,7.92,39.62,"m","cm"
11109543,11104956,"1534690",22.21,0.00,6.55,"m","cm"
11109544,11104956,"1534690",15.23,6.55,83.82,"m","cm"
11109546,11104957,"1534691",22.53,0.00,6.85,"m","cm"
11109547,11104957,"1534691",15.39,6.85,83.21,"m","cm"
11109549,11104958,"1534692",22.53,0.00,12.49,"m","cm"
11109550,11104958,"1534692",19.40,12.49,42.97,"m","cm"
11109551,11104958,"1534692",15.55,42.97,51.81,"m","cm"
11109553,11104959,"1534693",22.53,0.00,6.40,"m","cm"
11109554,11104959,"1534693",15.23,6.40,33.52,"m","cm"
11109556,11104960,"1534694",22.53,0.00,6.40,"m","cm"
11109557,11104960,"1534694",15.23,6.40,29.87,"m","cm"
11109559,11104961,"1534695",22.53,0.00,6.40,"m","cm"
11109560,11104961,"1534695",15.23,6.40,29.87,"m","cm"
11109562,11104962,"1534696",22.53,0.00,6.40,"m","cm"
11109563,11104962,"1534696",15.23,6.40,25.90,"m","cm"
11109565,11104963,"1534697",22.53,0.00,14.32,"m","cm"
11109566,11104963,"1534697",15.55,14.32,50.83,"m","cm"
11109567,11104963,"1534697",14.59,58.82,59.43,"m","cm"
11109569,11104964,"1534698",22.53,0.00,13.10,"m","cm"
11109570,11104964,"1534698",14.91,13.10,80.77,"m","cm"
11109571,11104964,"1534698",13.96,80.77,83.21,"m","cm"
11109573,11104965,"1534699",22.53,0.00,6.40,"m","cm"
11109574,11104965,"1534699",15.07,6.40,60.96,"m","cm"
11109576,11104966,"1534700",22.53,0.00,6.85,"m","cm"
11109577,11104966,"1534700",15.23,6.85,52.73,"m","cm"
11109579,11104967,"1534701",22.53,0.00,22.25,"m","cm"
11109580,11104967,"1534701",15.23,22.25,30.48,"m","cm"
11109582,11104968,"1534702",22.53,0.00,19.20,"m","cm"
11109583,11104968,"1534702",15.23,19.20,45.72,"m","cm"
11109586,11104970,"1534704",22.75,0.00,6.04,"m","cm"
11109587,11104970,"1534704",15.55,6.04,67.97,"m","cm"
11109589,11104971,"1534705",22.75,0.00,22.55,"m","cm"
11109590,11104971,"1534705",15.23,22.55,83.21,"m","cm"
11109592,11104972,"1534706",22.75,0.00,6.40,"m","cm"
11109593,11104972,"1534706",15.23,6.40,34.44,"m","cm"
11109595,11104973,"1534707",22.53,0.00,6.55,"m","cm"
11109596,11104973,"1534707",15.39,6.55,44.19,"m","cm"
11109597,11104973,"1534707",14.59,44.19,44.80,"m","cm"
11109599,11104974,"1534708",22.53,0.00,6.40,"m","cm"
11109600,11104974,"1534708",15.23,6.40,37.49,"m","cm"
11109602,11104975,"1534709",22.53,0.00,6.40,"m","cm"
11109603,11104975,"1534709",15.39,6.40,37.49,"m","cm"
11109605,11104976,"1534710",22.21,0.00,6.55,"m","cm"
11109606,11104976,"1534710",15.07,6.55,29.87,"m","cm"
11109608,11104977,"1534711",25.40,0.00,6.70,"m","cm"
11109610,11104978,"1534712",25.40,0.00,6.70,"m","cm"
11109612,11104979,"1534713",,0.00,6.20,"m","cm"
11109615,11104981,"1534715",203.00,0.00,2.50,"m","cm"
11109616,11104981,"1534715",102.00,2.50,4.90,"m","cm"
11109619,11104983,"1534717",27.28,0.00,6.00,"m","cm"
11109620,11104983,"1534717",15.86,6.00,31.00,"m","cm"
11109622,11104984,"1534718",27.28,0.00,30.00,"m","cm"
11109623,11104984,"1534718",15.86,30.00,62.00,"m","cm"
11109625,11104985,"1534719",27.28,0.00,6.00,"m","cm"
11109626,11104985,"1534719",15.86,6.00,62.00,"m","cm"
11109628,11104986,"1534720",27.28,0.00,6.00,"m","cm"
11109629,11104986,"1534720",15.86,6.00,62.00,"m","cm"
11109631,11104987,"1534721",24.77,0.00,7.77,"m","cm"
11109632,11104987,"1534721",15.23,7.77,44.19,"m","cm"
11109634,11104988,"1534722",25.40,0.00,12.19,"m","cm"
11109635,11104988,"1534722",15.23,12.19,61.26,"m","cm"
11109639,11104991,"1534725",30.00,0.00,7.62,"m","cm"
11109641,11104992,"1534727",25.00,0.00,7.00,"m","cm"
11109643,11104993,"1534728",90.00,0.00,5.43,"m","cm"
11109645,11104994,"1534729",25.00,0.00,7.00,"m","cm"
11109647,11104995,"1534730",30.00,0.00,9.10,"m","cm"
11109649,11104996,"1534731",22.23,0.00,8.18,"m","cm"
11109651,11104997,"1534732",22.23,0.00,6.06,"m","cm"
11305535,11172489,"1534737",15.55,28.00,32.30,"m","cm"
11305536,11172489,"1534737",22.23,0.00,28.00,"m","cm"
11305537,11172490,"1534738",22.23,0.00,7.57,"m","cm"
11305538,11172491,"1534739",15.86,6.00,23.00,"m","cm"
11305539,11172491,"1534739",27.86,0.00,6.00,"m","cm"
11305540,11172492,"1534740",15.86,6.00,124.00,"m","cm"
11305541,11172492,"1534740",27.28,0.00,6.00,"m","cm"
11305542,11172493,"1534741",27.28,0.00,6.00,"m","cm"
11305543,11172493,"1534741",15.86,6.00,50.00,"m","cm"
11305544,11172494,"1534742",27.28,0.00,6.00,"m","cm"
11305545,11172494,"1534742",15.86,6.25,25.00,"m","cm"
11305546,11172495,"1534743",27.28,0.00,6.00,"m","cm"
11305547,11172495,"1534743",15.86,6.00,74.00,"m","cm"
11305548,11172496,"1534744",15.86,11.00,112.00,"m","cm"
11305549,11172496,"1534744",27.28,0.00,11.00,"m","cm"
11305550,11172497,"1534745",15.86,6.00,42.00,"m","cm"
11305551,11172497,"1534745",27.28,0.00,6.00,"m","cm"
11305552,11172498,"1534746",15.86,6.00,87.00,"m","cm"
11305553,11172498,"1534746",27.28,0.00,6.00,"m","cm"
11305554,11172499,"1534747",27.28,0.00,6.00,"m","cm"
11305555,11172499,"1534747",15.86,6.00,43.00,"m","cm"
11305556,11172500,"1534748",6.00,,,"ft","inch"
11305557,11172501,"1534749",6.00,,,"ft","inch"
11305558,11172502,"1534750",6.00,,,"ft","inch"
11305559,11172503,"1534751",15.20,0.00,36.50,"m","cm"
11305560,11172504,"1534752",15.20,0.00,21.30,"m","cm"
11305561,11172505,"1534753",15.20,0.00,36.50,"m","cm"
11305562,11172506,"1534754",15.20,0.00,30.50,"m","cm"
11305563,11172507,"1534755",15.20,0.00,24.40,"m","cm"
11305564,11172508,"1534756",15.23,6.40,44.19,"m","cm"
11305565,11172508,"1534756",24.77,0.00,6.40,"m","cm"
11305566,11172509,"1534757",24.77,0.00,6.40,"m","cm"
11305567,11172509,"1534757",15.23,6.40,59.43,"m","cm"
11305568,11172510,"1534758",15.23,6.40,80.77,"m","cm"
11305569,11172510,"1534758",24.77,0.00,6.40,"m","cm"
11305570,11172511,"1534759",22.23,0.00,6.10,"m","cm"
11305571,11172511,"1534759",15.55,6.10,30.50,"m","cm"
11305572,11172512,"1534760",15.55,0.00,31.10,"m","cm"
11305573,11172514,"1534762",15.23,0.00,39.60,"m","cm"
11305574,11172515,"1534763",15.24,0.00,103.60,"m","cm"
11305575,11172516,"1534764",15.24,0.00,36.90,"m","cm"
11305576,11172517,"1534765",15.07,0.00,60.96,"m","cm"
11305577,11172518,"1534766",14.91,0.00,54.90,"m","cm"
11305578,11172519,"1534767",15.07,0.00,54.90,"m","cm"
11305579,11172522,"1534770",15.55,0.00,30.50,"m","cm"
11305580,11172525,"1534773",15.24,0.00,33.80,"m","cm"
11305581,11172526,"1534774",15.24,0.00,67.70,"m","cm"
11305582,11172527,"1534775",15.24,0.00,49.10,"m","cm"
11305583,11172528,"1534776",15.24,0.00,51.80,"m","cm"
11305584,11172529,"1534777",15.24,0.00,54.90,"m","cm"
11305585,11172530,"1534778",15.24,0.00,49.10,"m","cm"
11305586,11172531,"1534779",14.91,0.00,55.50,"m","cm"
11305587,11172532,"1534780",15.23,39.60,45.70,"m","cm"
11305588,11172532,"1534780",20.32,0.00,39.60,"m","cm"
11305589,11172533,"1534781",15.23,39.60,49.40,"m","cm"
11305590,11172533,"1534781",20.32,0.00,39.60,"m","cm"
11305591,11172534,"1534782",20.32,0.00,39.60,"m","cm"
11305592,11172534,"1534782",15.23,39.60,55.50,"m","cm"
11305593,11172535,"1534783",15.24,0.00,71.30,"m","cm"
11305594,11172536,"1534784",15.55,0.00,19.20,"m","cm"
11305595,11172537,"1534785",15.24,0.00,20.40,"m","cm"
11305596,11172538,"1534786",14.59,0.00,28.95,"m","cm"
11305597,11172539,"1534787",14.91,0.00,67.40,"m","cm"
11305598,11172540,"1534788",15.24,0.00,92.00,"m","cm"
11305599,11172541,"1534789",14.91,0.00,36.60,"m","cm"
11305600,11172542,"1534790",14.91,0.00,36.60,"m","cm"
11305601,11172543,"1534791",14.91,0.00,75.30,"m","cm"
11305602,11172544,"1534792",14.91,0.00,70.10,"m","cm"
11305603,11172545,"1534793",14.91,0.00,103.60,"m","cm"
11305604,11172546,"1534794",15.24,0.00,97.80,"m","cm"
11305605,11172547,"1534795",15.24,0.00,21.30,"m","cm"
11305606,11172548,"1534796",15.55,0.00,49.10,"m","cm"
11305607,11172549,"1534797",15.24,0.00,19.20,"m","cm"
11305608,11172550,"1534798",15.50,0.00,24.40,"m","cm"
11305609,11172551,"1534799",15.24,0.00,21.30,"m","cm"
11305610,11172552,"1534800",15.07,0.00,54.90,"m","cm"
11305611,11172553,"1534801",15.24,0.00,24.40,"m","cm"
11305612,11172554,"1534802",15.07,0.00,36.60,"m","cm"
11305613,11172555,"1534803",15.07,0.00,18.30,"m","cm"
11305614,11172556,"1534804",15.24,0.00,42.70,"m","cm"
11305615,11172557,"1534805",15.24,0.00,42.70,"m","cm"
11305616,11172558,"1534806",15.24,0.00,42.70,"m","cm"
11305617,11172559,"1534807",15.24,0.00,44.50,"m","cm"
11305618,11172560,"1534808",15.55,0.00,42.70,"m","cm"
11305619,11172561,"1534809",15.24,0.00,67.70,"m","cm"
11305620,11172562,"1534810",15.24,0.00,36.90,"m","cm"
11305621,11172563,"1534811",15.24,0.00,91.70,"m","cm"
11305622,11172564,"1534812",15.24,0.00,18.60,"m","cm"
11305623,11172565,"1534813",15.55,0.00,85.30,"m","cm"
11305624,11172566,"1534814",15.55,0.00,91.40,"m","cm"
